===========================================================================
 BARON version 18.5.8. Built: WIN-64 Tue May 8 15:02:43 EDT 2018 

 BARON is a product of The Optimization Firm, LLC. http://www.minlp.com/

 If you use this software, please cite publications from
 http://www.minlp.com/about-baron, such as: 

 Kilinc, M. and N. V. Sahinidis, Exploiting integrality in the global
 optimization of mixed-integer nonlinear programming problems in BARON,
 Optimization Methods and Software, 33, 540-562, 2018.
===========================================================================
 This BARON run may utilize the following subsolver(s)
 For LP/MIP: ILOG CPLEX                                      
 For NLP: MINOS, GAMS external NLP, IPOPT, FILTERSD, FILTERSQP
===========================================================================
    The options used in solving the problem are as follows:
       maxtime        =  0.1800E+05
       maxiter        =      -1
       numsol         =       1
       firstfeas      =       0
       cutoff         =  0.1000E+52
       epsa           =  0.1000E-08
       epsr           =  0.1000E-01
       deltaterm      =       0
       deltaa         =  0.1000E+52
       deltar         =  0.1000E+01
       deltat         = -0.1000E+03
       boxtol         =  0.1000E-07
       isoltol        =  0.1000E-03
       absconfeastol  =  0.1000E-04
       relconfeastol  =  0.0000E+00
       absintfeastol  =  0.1000E-04
       relintfeastol  =  0.0000E+00
       results        =       1
       summary        =       1
       times          =       1
       prtimefreq     =  0.3000E+02
       prfreq         = 1000000
       prlevel        =       1
       numprint       =      -1
       numprintdual   =      -1
       lpsol          =       3
       nlpsol         =      -1
       allowminos     =       1
       allowsnopt     =       1
       allowexternal  =       1
       allowipopt     =       1
       allowfiltersd  =       1
       allowfiltersqp =       1
       dolocal        =       1
       numloc         =      -2
       locres         =       0
       pdo            =      -2
       brvarstra      =       0
       brptstra       =       0
       nodesel        =       0
       compiis        =       0
       iisint         =       1
       iisorder       =      -1
       threads        =       1
===========================================================================
 Doing local search
 Solving bounding LP
 Starting multi-start local search
 Preprocessing found feasible solution with value  11.4435143180     
 Preprocessing found feasible solution with value  9.96054001273     
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
      28580         13243          3317.70     8.56055          9.80063    
      28830         13376          3347.30     8.56055          9.80063    
      29105         13489          3377.22     8.56055          9.80063    
      29469         13683          3407.20     8.56055          9.80063    
      29738         13809          3437.22     8.56055          9.80063    
      30014         13908          3467.28     8.56055          9.80063    
      30268         14004          3497.25     8.56055          9.80063    
      30577         14129          3527.34     8.56055          9.80063    
      30913+        14236          3557.90     8.56055          9.80063    
      31280         14364          3593.20     8.56055          9.80063    
      31682         14513          3623.22     8.56055          9.80063    
      31945         14635          3653.22     8.56055          9.80063    
      32218         14747          3683.23     8.56055          9.80063    
      32471+        14863          3713.21     8.56055          9.80063    
      32779         14981          3746.02     8.56055          9.80063    
      33077         15119          3775.99     8.56055          9.80063    
      33361+        15259          3808.22     8.56055          9.80063    
      33648+        15407          3837.98     8.56055          9.80063    
      33921         15552          3867.98     8.56055          9.80063    
      34237         15693          3897.98     8.56055          9.80063    
      34599+        15809          3928.15     8.56055          9.80063    
      34926         15948          3958.09     8.56055          9.80063    
      35189         16074          3987.21     8.56055          9.80063    
      35497         16224          4017.21     8.56055          9.80063    
      35759         16353          4047.21     8.56055          9.80063    
      36078         16508          4077.27     8.56055          9.80063    
      36420         16648          4107.29     8.56055          9.80063    
      36638         16776          4137.27     8.56055          9.80063    
      36947         16927          4167.35     8.56055          9.80063    
      37169+        17030          4191.48     8.56055          9.80063    
      37516         17148          4221.46     8.56055          9.80063    
      37818         17256          4251.43     8.56055          9.80063    
      38137+        17417          4281.70     8.56055          9.80063    
      38441         17545          4311.68     8.56055          9.80063    
      38784         17672          4341.69     8.56055          9.80063    
      39073+        17785          4371.71     8.56055          9.80063    
      39434         17885          4401.77     8.56055          9.80063    
      39702         17980          4432.04     8.56055          9.80063    
      40015         18125          4461.88     8.56055          9.80063    
      40238         18237          4491.91     8.56055          9.80063    
      40551+        18380          4523.06     8.56055          9.80063    
      40808         18488          4553.06     8.56055          9.80063    
      41114+        18608          4583.42     8.56055          9.80063    
      41470         18737          4613.45     8.56055          9.80063    
      41739         18887          4643.51     8.56055          9.80063    
      42029+        19054          4674.07     8.56055          9.80063    
      42314         19184          4703.90     8.56055          9.80063    
      42603         19301          4733.88     8.56055          9.80063    
      42893+        19426          4766.75     8.56055          9.80063    
      43163         19561          4796.80     8.56055          9.80063    
      43488         19709          4826.86     8.56055          9.80063    
      43747+        19825          4856.84     8.56055          9.80063    
      44001         19922          4886.97     8.56055          9.80063    
      44303         20070          4917.04     8.56055          9.80063    
      44634         20204          4947.04     8.56055          9.80063    
      44954         20335          4977.07     8.56055          9.80063    
      45182         20443          5007.07     8.56055          9.80063    
      45457         20562          5037.13     8.56055          9.80063    
      45720         20679          5069.67     8.56055          9.80063    
      46049         20810          5099.70     8.56055          9.80063    
      46347         20888          5129.72     8.56055          9.80063    
      46696+        21017          5161.51     8.56055          9.80063    
      47032         21145          5191.53     8.56055          9.80063    
      47320         21266          5221.51     8.56055          9.80063    
      47665+        21367          5251.59     8.56055          9.80063    
      47952         21483          5281.62     8.56055          9.80063    
      48233         21597          5311.72     8.56055          9.80063    
      48585         21695          5343.78     8.56055          9.80063    
      48942         21829          5373.80     8.56055          9.80063    
      49294+        21960          5403.80     8.56055          9.80063    
      49601         22101          5433.75     8.56055          9.80063    
      49907         22236          5463.39     8.56055          9.80063    
      50202         22357          5493.39     8.56055          9.80063    
      50522         22456          5523.42     8.56055          9.80063    
      50842         22578          5553.51     8.56055          9.80063    
      51128         22716          5583.49     8.56055          9.80063    
      51438         22852          5613.49     8.56055          9.80063    
      51767         23000          5643.84     8.56055          9.80063    
      52071         23119          5673.94     8.56055          9.80063    
      52415         23241          5704.04     8.56055          9.80063    
      52776         23378          5735.77     8.56055          9.80063    
      53087         23499          5765.81     8.56055          9.80063    
      53423         23597          5795.73     8.56055          9.80063    
      53710+        23666          5827.00     8.56055          9.80063    
*     53710         23666          5828.07     8.56055          9.80057    
      54044         23781          5858.10     8.56055          9.80057    
      54422         23916          5888.15     8.56055          9.80057    
      54788         24017          5919.04     8.56055          9.80057    
      55224         24147          5949.07     8.56055          9.80057    
      55598         24257          5979.05     8.56055          9.80057    
      56013+        24356          6012.86     8.56055          9.80057    
      56374         24472          6042.89     8.56055          9.80057    
      56623         24591          6074.65     8.56055          9.80057    
      56994+        24722          6104.72     8.56055          9.80057    
      57270         24832          6134.75     8.56055          9.80057    
      57596         24958          6163.93     8.56055          9.80057    
      57865         25073          6193.86     8.56055          9.80057    
      58198         25206          6223.94     8.56055          9.80057    
      58512+        25355          6254.42     8.56055          9.80057    
      58785         25450          6284.45     8.56055          9.80057    
      59090         25517          6314.48     8.56055          9.80057    
      59447         25649          6344.48     8.56055          9.80057    
      59830         25785          6374.51     8.56055          9.80057    
      60140         25896          6404.50     8.56055          9.80057    
      60408         25992          6434.50     8.56055          9.80057    
      60694         26104          6464.54     8.56055          9.80057    
      60995+        26230          6497.43     8.56055          9.80057    
      61268         26323          6527.49     8.56055          9.80057    
      61593         26434          6557.47     8.56055          9.80057    
      61921         26534          6587.53     8.56055          9.80057    
      62345         26683          6617.56     8.56055          9.80057    
      62668         26803          6647.58     8.56055          9.80057    
      62950+        26945          6678.06     8.56055          9.80057    
      63220         27081          6708.09     8.56055          9.80057    
      63630         27235          6738.12     8.56055          9.80057    
      63977         27378          6771.11     8.56055          9.80057    
      64318+        27496          6804.98     8.56055          9.80057    
      64696         27614          6839.49     8.56055          9.80057    
      65054         27748          6869.47     8.56055          9.80057    
      65389         27851          6899.47     8.56055          9.80057    
      65712         27953          6931.51     8.56055          9.80057    
      65997         28061          6961.53     8.56055          9.80057    
      66280         28166          6991.53     8.56055          9.80057    
      66549         28263          7022.49     8.56055          9.80057    
      66897         28384          7052.51     8.56055          9.80057    
      67121+        28483          7083.02     8.56055          9.80057    
      67489         28576          7112.99     8.56055          9.80057    
      67837+        28707          7145.81     8.56055          9.80057    
      68156+        28852          7176.84     8.56055          9.80057    
      68458         28985          7206.84     8.56055          9.80057    
      68759         29092          7236.89     8.56055          9.80057    
      69092+        29195          7269.07     8.56055          9.80057    
      69477         29323          7299.08     8.56055          9.80057    
      69768         29468          7329.19     8.56055          9.80057    
      69983         29572          7361.36     8.56055          9.80057    
      70264         29725          7391.45     8.56055          9.80057    
      70571         29870          7421.50     8.56055          9.80057    
      70886         29988          7451.54     8.56055          9.80057    
      71224         30097          7481.53     8.56055          9.80057    
      71520         30195          7511.56     8.56055          9.80057    
      71777         30309          7541.59     8.56055          9.80057    
      72073+        30463          7575.97     8.56055          9.80057    
      72370         30570          7605.97     8.56055          9.80057    
      72637+        30705          7638.87     8.56055          9.80057    
      72929         30885          7668.90     8.56055          9.80057    
      73152         30994          7698.99     8.56055          9.80057    
      73412         31120          7729.04     8.56055          9.80057    
      73680+        31234          7759.60     8.56055          9.80057    
      74008         31377          7789.63     8.56055          9.80057    
      74272         31498          7819.64     8.56055          9.80057    
      74565         31635          7849.71     8.56055          9.80057    
      74806         31753          7879.72     8.56055          9.80057    
      75063+        31882          7910.45     8.56055          9.80057    
      75324         31983          7940.50     8.56055          9.80057    
      75605         32076          7970.51     8.56055          9.80057    
      75881         32208          8000.56     8.56055          9.80057    
      76175         32315          8030.59     8.56055          9.80057    
      76485         32439          8060.63     8.56055          9.80057    
      76762+        32545          8091.26     8.56055          9.80057    
      77039         32652          8121.26     8.56055          9.80057    
      77406         32766          8151.27     8.56055          9.80057    
      77714         32875          8181.30     8.56055          9.80057    
      78036         32981          8215.54     8.56055          9.80057    
      78413         33112          8245.65     8.56055          9.80057    
      78719         33217          8275.71     8.56055          9.80057    
      79054         33325          8305.59     8.56055          9.80057    
      79336         33409          8337.04     8.56055          9.80057    
      79681         33541          8367.04     8.56055          9.80057    
      79941         33639          8398.41     8.56055          9.80057    
      80298+        33788          8428.66     8.56055          9.80057    
      80651         33887          8458.66     8.56055          9.80057    
      80940         33978          8488.75     8.56055          9.80057    
      81210+        34062          8520.84     8.56055          9.80057    
      81596         34185          8550.88     8.56055          9.80057    
      81952         34272          8580.91     8.56055          9.80057    
      82286         34358          8616.61     8.56055          9.80057    
      82640         34464          8646.61     8.56055          9.80057    
      82976         34591          8676.63     8.56055          9.80057    
      83307         34733          8706.68     8.56055          9.80057    
      83592         34854          8736.71     8.56055          9.80057    
      83830+        34935          8769.32     8.56055          9.80057    
      84083         35042          8799.33     8.56055          9.80057    
      84398         35171          8830.84     8.56055          9.80057    
      84712         35289          8860.95     8.56055          9.80057    
      85036+        35389          8892.99     8.56055          9.80057    
      85360         35489          8922.95     8.56055          9.80057    
      85648         35597          8952.74     8.56055          9.80057    
      85884         35683          8982.88     8.56055          9.80057    
      86195         35816          9012.58     8.56055          9.80057    
      86502         35913          9045.38     8.56055          9.80057    
      86854         36040          9075.08     8.56055          9.80057    
      87119         36149          9105.75     8.56055          9.80057    
      87463         36305          9135.45     8.56055          9.80057    
      87736+        36394          9165.85     8.56055          9.80057    
      88084         36516          9195.54     8.56055          9.80057    
      88322         36629          9227.77     8.56055          9.80057    
      88597         36718          9257.71     8.56055          9.80057    
      88926         36831          9287.61     8.56055          9.80057    
      89195         36915          9317.57     8.56055          9.80057    
      89550         37021          9347.52     8.56055          9.80057    
      89783         37125          9377.42     8.56055          9.80057    
      90024         37234          9407.34     8.56055          9.80057    
      90340         37355          9439.93     8.56055          9.80057    
      90615         37452          9469.85     8.56055          9.80057    
      90913+        37528          9499.82     8.56055          9.80057    
      91201         37632          9529.74     8.56055          9.80057    
      91526+        37729          9559.80     8.56055          9.80057    
      91914         37810          9589.79     8.56055          9.80057    
      92294         37899          9619.80     8.56055          9.80057    
      92542+        37997          9651.19     8.56055          9.80057    
      92803         38109          9681.22     8.56055          9.80057    
      93118         38227          9711.25     8.56055          9.80057    
      93387         38338          9741.26     8.56055          9.80057    
      93689         38420          9771.29     8.56055          9.80057    
      93950         38528          9801.26     8.56055          9.80057    
      94225         38626          9831.25     8.56055          9.80057    
      94538         38733          9861.23     8.56055          9.80057    
      94865         38858          9893.58     8.56055          9.80057    
      95163         38979          9923.58     8.56055          9.80057    
      95406         39113          9953.57     8.56055          9.80057    
      95636+        39207          9983.83     8.56055          9.80057    
      95942         39308         10013.83     8.56055          9.80057    
      96200+        39417         10044.87     8.56055          9.80057    
      96461         39525         10074.87     8.56055          9.80057    
      96713         39612         10104.89     8.56055          9.80057    
      97069         39746         10134.87     8.56055          9.80057    
      97386         39816         10164.95     8.56055          9.80057    
      97696         39937         10194.98     8.56055          9.80057    
      97959         40065         10224.98     8.56055          9.80057    
      98244         40186         10255.05     8.56055          9.80057    
      98609         40308         10285.11     8.56055          9.80057    
      98986         40412         10315.19     8.56055          9.80057    
      99281+        40494         10345.63     8.56055          9.80057    
      99643+        40606         10377.30     8.56055          9.80057    
     100015         40727         10407.31     8.56055          9.80057    
     100370         40837         10437.33     8.56055          9.80057    
     100650         40948         10467.39     8.56055          9.80057    
     100973         41068         10497.39     8.56055          9.80057    
     101212+        41196         10529.12     8.56055          9.80057    
     101448         41305         10559.18     8.56055          9.80057    
     101761         41404         10589.18     8.56055          9.80057    
     102045+        41505         10619.16     8.56055          9.80057    
     102293         41614         10649.21     8.56055          9.80057    
     102619         41742         10679.89     8.56055          9.80057    
     103007         41856         10711.68     8.56055          9.80057    
     103320         41972         10741.78     8.56055          9.80057    
     103598         42090         10773.80     8.56055          9.80057    
     103946         42250         10805.19     8.56055          9.80057    
     104268+        42369         10835.19     8.56055          9.80057    
     104545         42474         10865.19     8.56055          9.80057    
     104812         42600         10895.25     8.56055          9.80057    
     105115+        42748         10926.06     8.56055          9.80057    
     105433         42882         10956.06     8.56055          9.80057    
     105806         42964         10986.09     8.56055          9.80057    
     106168         43098         11016.10     8.56055          9.80057    
     106455+        43195         11046.32     8.56055          9.80057    
     106768         43370         11076.43     8.56055          9.80057    
     107060         43475         11106.46     8.56055          9.80057    
     107355         43601         11136.51     8.56055          9.80057    
     107629         43715         11166.94     8.56055          9.80057    
     107910         43814         11197.05     8.56055          9.80057    
     108222         43935         11227.06     8.56055          9.80057    
     108523         44068         11257.09     8.56055          9.80057    
     108872         44173         11287.13     8.56055          9.80057    
     109197         44319         11317.17     8.56055          9.80057    
     109470+        44422         11347.26     8.56055          9.80057    
     109744         44529         11377.29     8.56055          9.80057    
     110017         44653         11407.29     8.56055          9.80057    
     110245         44740         11437.32     8.56055          9.80057    
     110525+        44843         11467.79     8.56055          9.80057    
     110874         44970         11497.82     8.56055          9.80057    
     111163         45078         11527.82     8.56055          9.80057    
     111470         45202         11559.86     8.56055          9.80057    
     111750         45289         11589.88     8.56055          9.80057    
     112067         45388         11619.91     8.56055          9.80057    
     112328         45484         11649.97     8.56055          9.80057    
     112674         45593         11679.97     8.56055          9.80057    
     112985+        45707         11711.84     8.56055          9.80057    
     113296         45788         11741.85     8.56055          9.80057    
     113624+        45901         11772.05     8.56055          9.80057    
     113935         46026         11802.08     8.56055          9.80057    
     114192+        46145         11835.28     8.56055          9.80057    
     114520         46265         11865.30     8.56055          9.80057    
     114832         46397         11895.25     8.56055          9.80057    
     115117         46516         11925.29     8.56055          9.80057    
     115401         46667         11955.31     8.56055          9.80057    
     115661+        46773         11985.95     8.56055          9.80057    
     115949         46873         12016.01     8.56055          9.80057    
     116274         47032         12046.01     8.56055          9.80057    
     116610         47131         12076.07     8.56055          9.80057    
     116893+        47259         12106.60     8.56055          9.80057    
     117262         47383         12136.63     8.56055          9.80057    
     117625         47467         12166.63     8.56055          9.80057    
     118056         47582         12196.64     8.56055          9.80057    
     118372+        47691         12226.64     8.56055          9.80057    
     118664         47808         12256.64     8.56055          9.80057    
     118961         47918         12286.65     8.56055          9.80057    
     119260         48014         12316.73     8.56055          9.80057    
     119672+        48139         12347.73     8.56055          9.80057    
     120034         48245         12377.82     8.56055          9.80057    
     120322         48353         12407.85     8.56055          9.80057    
     120630         48438         12438.41     8.56055          9.80057    
     121007         48571         12468.47     8.56055          9.80057    
     121338         48644         12498.05     8.56055          9.80057    
     121735         48721         12527.88     8.56055          9.80057    
     122068         48798         12557.74     8.56055          9.80057    
     122446         48859         12587.81     8.56055          9.80057    
     122820         48965         12617.83     8.56055          9.80057    
     123112         49051         12648.94     8.56055          9.80057    
     123465         49193         12678.89     8.56055          9.80057    
     123822         49318         12708.92     8.56055          9.80057    
     124168         49454         12738.95     8.56055          9.80057    
     124541         49585         12768.93     8.56055          9.80057    
     124893         49711         12798.93     8.56055          9.80057    
     125277         49828         12828.91     8.56055          9.80057    
     125589         49897         12862.10     8.56055          9.80057    
     125947         50024         12892.08     8.56055          9.80057    
     126238         50134         12922.09     8.56055          9.80057    
     126542+        50246         12952.45     8.56055          9.80057    
     126898         50377         12982.47     8.56055          9.80057    
     127166         50477         13012.50     8.56055          9.80057    
     127583         50563         13042.53     8.56055          9.80057    
     127895         50660         13072.53     8.56055          9.80057    
     128220         50776         13102.51     8.56055          9.80057    
     128465+        50884         13132.46     8.56055          9.80057    
     128789+        51016         13162.72     8.56055          9.80057    
     129096         51145         13192.72     8.56055          9.80057    
     129349         51272         13222.75     8.56055          9.80057    
     129640         51402         13252.77     8.56055          9.80057    
     129949+        51491         13284.22     8.56055          9.80057    
     130212         51576         13314.78     8.56055          9.80057    
     130497         51687         13344.78     8.56055          9.80057    
     130810         51813         13374.79     8.56055          9.80057    
     131140         51902         13404.81     8.56055          9.80057    
     131468         52003         13434.81     8.56055          9.80057    
     131790         52130         13464.80     8.56055          9.80057    
     132157         52250         13494.73     8.56055          9.80057    
     132494         52343         13524.79     8.56055          9.80057    
     132785         52439         13554.79     8.56055          9.80057    
     133102         52559         13586.70     8.56055          9.80057    
     133492         52657         13616.77     8.56055          9.80057    
     133828         52737         13646.81     8.56055          9.80057    
     134218         52838         13679.57     8.56055          9.80057    
     134551         52926         13709.55     8.56055          9.80057    
     134886         53047         13739.62     8.56055          9.80057    
     135260         53162         13769.63     8.56055          9.80057    
     135578         53304         13799.65     8.56055          9.80057    
     135835         53444         13829.61     8.56055          9.80057    
     136085         53564         13859.66     8.56055          9.80057    
     136355         53684         13889.64     8.56055          9.80057    
     136664         53817         13919.69     8.56055          9.80057    
     136905         53911         13949.70     8.56055          9.80057    
     137272         54022         13979.75     8.56055          9.80057    
     137543         54106         14009.79     8.56055          9.80057    
     137922         54227         14039.81     8.56055          9.80057    
     138261+        54342         14070.63     8.56055          9.80057    
     138585         54474         14100.67     8.56055          9.80057    
     138873         54552         14130.68     8.56055          9.80057    
     139158         54649         14160.83     8.56055          9.80057    
     139485         54749         14190.88     8.56055          9.80057    
     139755         54856         14224.64     8.56055          9.80057    
     140048         54992         14254.67     8.56055          9.80057    
     140287         55088         14284.68     8.56055          9.80057    
     140619         55228         14314.68     8.56055          9.80057    
     140894         55318         14344.68     8.56055          9.80057    
     141257         55452         14374.70     8.56055          9.80057    
     141633         55580         14404.76     8.56055          9.80057    
     141961         55676         14434.79     8.56055          9.80057    
     142242         55807         14464.80     8.56055          9.80057    
     142508         55908         14494.85     8.56055          9.80057    
     142828+        56030         14529.08     8.56055          9.80057    
     143170         56149         14559.11     8.56055          9.80057    
     143475         56254         14589.14     8.56055          9.80057    
     143772         56377         14619.24     8.56055          9.80057    
     144112         56490         14649.30     8.56055          9.80057    
     144406+        56584         14681.22     8.56055          9.80057    
     144659         56704         14711.22     8.56055          9.80057    
     144958         56831         14741.19     8.56055          9.80057    
     145274         56918         14771.19     8.56055          9.80057    
     145567         57005         14801.23     8.56055          9.80057    
     145910         57104         14831.19     8.56055          9.80057    
     146203         57219         14861.20     8.56055          9.80057    
     146535         57319         14891.23     8.56055          9.80057    
     146834         57415         14921.23     8.56055          9.80057    
     147187         57493         14951.28     8.56055          9.80057    
     147570         57616         14981.34     8.56055          9.80057    
     147909         57696         15011.34     8.56055          9.80057    
     148196         57831         15041.34     8.56055          9.80057    
     148470         57932         15071.38     8.56055          9.80057    
     148750         58012         15106.29     8.56055          9.80057    
     149048         58112         15136.36     8.56055          9.80057    
     149306         58200         15166.39     8.56055          9.80057    
     149624         58324         15196.40     8.56055          9.80057    
     149852         58431         15226.45     8.56055          9.80057    
     150136         58526         15256.49     8.56055          9.80057    
     150448         58631         15286.48     8.56055          9.80057    
     150772+        58753         15319.91     8.56055          9.80057    
     151097         58850         15349.91     8.56055          9.80057    
     151389         58948         15379.92     8.56055          9.80057    
     151735         59087         15409.92     8.56055          9.80057    
     151982+        59193         15440.35     8.56055          9.80057    
     152354         59287         15470.38     8.56055          9.80057    
     152623         59412         15500.29     8.56055          9.80057    
     152952+        59529         15531.91     8.56055          9.80057    
     153294+        59662         15562.61     8.56055          9.80057    
     153646         59816         15592.61     8.56055          9.80057    
     153980         59928         15622.61     8.56055          9.80057    
     154247         60030         15652.63     8.56055          9.80057    
     154608         60190         15682.61     8.56055          9.80057    
     154886+        60297         15712.69     8.56055          9.80057    
     155211         60418         15747.44     8.56055          9.80057    
     155515         60511         15777.50     8.56055          9.80057    
